name,braid
12a_326,"[-1,2,2,-3,-4,2,1,-4,3,3,4,5,2,-3,-4,2,5]"
12a_327,"[1,-2,-2,-3,4,-3,-1,4,-1,-2,3,3,-2,-4,3,-2]"
12a_328,"[-1,2,-3,4,-1,2,4,2,-3,4,2,-3]"
12a_329,"[-1,2,3,-1,3,-4,3,-2,3,2,4,4,4,4]"
12a_330,"[1,-2,1,2,3,-4,-5,3,4,-5,4,3,2,2,-3]"
12a_331,"[-1,2,-3,-4,-1,-2,-4,3,-2,-4,-4,-4,3,3]"
12a_332,"[-1,2,-1,-2,-3,4,-5,-3,-2,-2,3,4,-3,4,-5]"
12a_333,"[-1,2,-3,4,-1,2,4,-3,2,4,-3,-3]"
12a_334,"[-1,2,-3,-4,-1,-2,3,3,-4,3,-2,-4,3,3]"
12a_335,"[1,2,2,-3,-4,2,2,3,1,-4,1,-2,-3,-3]"
12a_336,"[-1,2,2,3,-4,3,1,3,1,2,2,3,-4,-3,-3,2]"
12a_337,"[1,-2,3,4,1,-3,4,2,-5,2,-3,4,2,-3,-5]"
12a_338,"[1,-2,-3,4,1,4,5,3,5,3,-4,-2,3,-4,-5]"
12a_339,"[1,1,2,-1,2,-3,-2,4,-3,2,2,-5,4,3,3,-5,4]"
12a_340,"[-1,2,-3,4,-1,2,4,-3,2,4,5,-3,-4,3,5]"
12a_341,"[-1,2,-3,-1,-3,2,-3,4,2,2,-3,4]"
12a_342,"[-1,2,-3,4,-1,2,-3,2,2,-3,-3,4]"
12a_343,"[1,-2,-3,4,1,2,4,-3,2,4,-5,-3,4,3,-5]"
12a_344,"[1,-2,1,2,3,3,4,2,4,2,4,-3,4,4]"
12a_345,"[1,-2,1,2,3,3,4,5,-4,2,5,2,-3,4,4]"
12a_346,"[-1,2,-3,2,1,1,1,2,-3,2,-3,-3,-3]"
12a_347,"[-1,2,3,-1,-2,3,-4,3,-2,3,-2,4,4,4]"
12a_348,"[-1,2,-3,4,-1,-3,-2,3,-4,3,2,-5,4,-5,4]"
12a_349,"[-1,2,-3,-4,-1,-2,-4,3,-2,-4,3,-4,-4,3]"
12a_350,"[-1,2,2,-3,2,2,3,1,3,-4,1,2,-3,2,3,-4]"
12a_351,"[-1,2,-3,-4,-1,-2,-4,3,-2,3,3,-4,3,3]"
12a_352,"[-1,2,-3,-4,-1,-2,-4,3,-2,3,-4,3,-4,3]"
12a_353,"[-1,2,2,-3,1,-3,4,1,-2,4,-2,3,3,-4,3,2]"
12a_354,"[-1,-2,3,-2,-2,1,1,2,3,4,4,4,3,-2,3,-4]"
12a_355,"[1,-2,3,1,3,3,4,2,4,-3,2,4,4,4]"
12a_356,"[1,-2,1,2,-3,4,5,2,2,3,3,3,-4,5,4]"
12a_357,"[-1,2,-3,4,-5,-1,2,3,-5,3,3,4,-5]"
12a_358,"[1,-2,3,-4,1,3,1,-2,3,-4,3,-4]"
12a_359,"[1,-2,3,-4,1,1,-2,3,-2,-4,3,-4]"
12a_360,"[1,-2,1,2,3,-2,3,-2,3,4,-5,-2,-3,4,-5]"
12a_361,"[-1,2,-3,4,-1,2,-3,4,-3,2,-3,4]"
12a_362,"[-1,2,-3,-4,-1,-2,-2,3,-4,-2,3,-2,-4,3]"
12a_363,"[-1,2,-3,-4,-1,-2,-4,-2,-2,3,-2,-4,3,3]"
12a_364,"[-1,2,-3,-4,-1,-2,3,-2,3,-4,3,-2,-4,3]"
12a_365,"[-1,2,2,3,-1,3,-1,-1,-1,2,-1,2,-3]"
12a_366,"[-1,2,2,-3,-4,3,1,-4,-3,1,2,-3,2,-3]"
12a_367,"[1,1,1,2,2,2,2,3,1,3,-2,3,1]"
12a_368,"[1,2,2,2,2,3,1,1,-2,3,4,-3,4,3]"
12a_369,"[1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2]"
12a_370,"[-1,-2,-2,-2,-2,3,3,-2,-2,-2,-1,2,3]"
12a_371,"[-1,-2,3,3,-2,-2,-2,-2,-2,3,-2,-1,2]"
12a_372,"[1,-2,-3,2,-3,-2,-4,1,1,-2,-2,-2,-3,2,-3,4]"
12a_373,"[1,2,2,2,2,1,1,-2,-3,4,2,4,-3,4]"
12a_374,"[1,-2,3,-4,1,1,-2,-2,-2,3,-4,3]"
12a_375,"[-1,-1,-1,-2,-2,-2,-2,3,3,-2,-1,2,3]"
12a_376,"[1,-2,-3,-4,3,-4,-3,2,-3,1,-3,1,-3,-2]"
12a_377,"[1,-2,3,-4,1,1,-2,3,-4,3,-4,-4]"
12a_378,"[-1,2,-3,-4,5,-1,3,5,2,-4,5,-3,2]"
12a_379,"[-1,2,-1,-2,-3,4,4,-3,4,-2,-2,-2,-2,3]"
12a_380,"[-1,2,-1,-2,3,-2,-3,-4,5,5,-4,-3,-2,4,5]"
12a_381,"[-1,2,3,-1,3,3,3,4,-5,2,-3,4,-5]"
12a_382,"[-1,2,-3,4,-1,-3,4,-3,2,-3,-3,-3]"
12a_383,"[-1,2,-3,4,-1,4,-3,4,2,-3,-3,-3]"
12a_384,"[-1,2,-3,-4,5,-1,-4,5,-4,3,-4,2,-3]"
12a_385,"[-1,2,-3,-4,5,-1,5,-4,3,-4,5,2,-3]"
12a_386,"[-1,2,-1,2,-3,-3,-4,-2,-2,3,-2,-4,-2,3]"
12a_387,"[-1,2,-1,2,-3,-3,-4,-2,3,3,-2,3,-4,3]"
12a_388,"[-1,2,-3,4,-1,-3,4,2,2,-3,2,-3]"
12a_389,"[-1,2,-3,-4,-1,-2,-2,3,-4,3,-2,3,-4,3]"
12a_390,"[-1,2,-3,2,2,1,1,1,2,-3,2,-3,-3]"
12a_391,"[-1,2,2,3,1,3,1,3,3,2,-3,4,2,-3,4,3]"
12a_392,"[1,1,2,-1,2,3,-2,-4,-3,2,5,4,3,3,4,5,5]"
12a_393,"[-1,-2,3,2,2,1,1,-2,3,-4,3,2,2,2,3,-4]"
12a_394,"[-1,-2,3,3,-2,-2,1,-2,-2,-2,3,-2,-1]"
12a_395,"[1,-2,-3,-3,-2,1,1,2,-3,-4,3,-4,-2,-2,-2,3]"
12a_396,"[1,2,-3,4,2,1,1,-2,-3,-3,-3,2,-3,4]"
12a_397,"[1,-2,3,-4,5,2,5,2,3,-4,2,5,1,-2,3]"
12a_398,"[1,-2,3,-4,1,3,1,3,-2,3,-4,3]"
12a_399,"[1,-2,-3,-4,-4,-3,2,-3,4,-3,1,-3,1,-2]"
12a_400,"[-1,2,2,-3,4,5,2,-3,-4,1,2,-3,5,4,-3,5,2]"
12a_401,"[1,2,-3,2,-1,2,-3,2,-4,5,-4,-3,4,5,5]"
12a_402,"[1,-2,3,-4,1,3,1,-2,3,-2,-4,3]"
12a_403,"[-1,2,-3,-4,5,-1,-3,-4,2,3,3,4,4,5,-3]"
12a_404,"[1,-2,1,2,3,-2,-2,3,4,-5,-2,-2,-3,4,-5]"
12a_405,"[1,-2,1,2,-3,4,-5,-2,3,3,-2,3,3,4,-5]"
12a_406,"[-1,2,-3,4,-1,2,4,5,5,4,-3,4,-5]"
12a_407,"[-1,2,-3,-4,-1,2,-3,-4,-3,-5,4,2,-5,-3,4]"
12a_408,"[-1,-2,3,-4,3,2,2,1,1,-2,3,2,-4,2,2,3]"
12a_409,"[-1,2,-3,2,2,2,2,1,1,1,2,-3,2]"
12a_410,"[1,-2,1,2,2,2,3,-4,-3,-3,2,2,3,-4,3,3]"
12a_411,"[-1,-2,3,3,-2,-2,-2,-2,1,-2,3,-2,-1]"
12a_412,"[-1,2,-1,-2,-2,-2,-3,4,4,-3,-2,-2,3,-4,3,4]"
12a_413,"[1,-2,3,1,1,-2,3,-4,3,-2,3,-4]"
12a_414,"[1,1,2,-1,2,1,-3,2,-1,2,3,3,4,-3,-5,4,-5]"
12a_415,"[-1,2,-3,4,-1,4,-3,2,-3,4,-3,4]"
12a_416,"[-1,2,-3,4,-1,4,-3,4,2,-3,4,4]"
12a_417,"[-1,2,-1,2,-3,-3,-4,-2,3,-2,3,-2,-4,3]"
12a_418,"[-1,2,-3,-1,2,-3,4,-3,-3,2,-3,4]"
12a_419,"[-1,2,-3,4,-1,2,4,-3,2,4,-3,4]"
12a_420,"[1,-2,1,2,3,3,4,2,2,-3,4,4,4,4]"
12a_421,"[1,-2,1,2,3,3,4,2,2,-3,4,5,-4,5,4]"
12a_422,"[1,-2,1,2,-3,-3,2,2,-3,-3,-3,-3,-3]"
12a_423,"[1,-2,1,2,-3,-3,2,2,-3,-3,-3,-4,3,-4]"
12a_424,"[1,-2,1,2,-3,-3,2,2,-3,-4,3,-4,-4,-4]"
12a_425,"[1,-2,1,2,-3,-3,2,2,-3,-4,-5,3,4,-5,-4]"
12a_426,"[1,-2,-3,-3,-2,1,1,-2,3,4,-2,4,-3,4]"
12a_427,"[-1,2,-3,-1,-3,4,2,-3,2,4,2,-3]"
12a_428,"[-1,2,2,3,-1,3,-1,-1,2,-1,2,2,-3]"
12a_429,"[-1,2,2,-3,-4,3,1,-4,1,2,-3,2,2,-3]"
12a_430,"[-1,-1,-1,-2,-2,3,3,-2,1,-2,3,-2,-2]"
12a_431,"[-1,2,2,3,1,1,2,2,3,-4,3,-2,3,3,4,4]"
12a_432,"[-1,2,2,3,1,3,1,-2,3,4,2,2,2,-3,4,3]"
12a_433,"[1,-2,3,-4,5,1,-2,3,5,4,4,4,5]"
12a_434,"[1,-2,-3,4,1,-2,4,3,-2,-3,-3,-3,4,-3]"
12a_435,"[-1,2,-3,4,-1,4,-1,-2,-2,-2,3,3,3,4]"
12a_436,"[1,-2,3,-4,1,-4,1,-2,3,-4,-4,-4]"
12a_437,"[-1,2,-1,-2,3,-4,5,-2,5,-2,3,-4,5]"
12a_438,"[-1,2,-1,2,-3,2,-3,-2,3,-2,3,-4,3,-4]"
12a_439,"[-1,2,-3,4,-1,-3,4,2,-3,2,4,-3]"
12a_440,"[-1,2,2,3,-1,3,2,-1,2,2,2,2,-3]"
12a_441,"[-1,2,2,-3,1,-3,1,-2,-2,3,3,3,4,-3,2,4]"
12a_442,"[1,-2,3,4,1,1,2,2,2,2,2,-3,4,3]"
12a_443,"[1,2,-3,4,5,2,5,1,-2,3,3,3,4,-5,4]"
12a_444,"[1,-2,3,-4,5,1,-3,5,2,4,-3,2,4,4,5]"
12a_445,"[1,-2,3,-4,1,-4,1,-2,-2,-2,3,-4]"
12a_446,"[1,-2,3,-4,1,3,1,3,-4,-2,3,-4]"
12a_447,"[1,-2,-3,4,-5,1,2,-3,-2,-5,1,4,-5]"
12a_448,"[-1,2,3,4,-1,4,5,-6,3,2,-3,-4,5,3,-4,-6]"
12a_449,"[1,2,2,3,-4,-2,-1,-2,3,-2,-4,5,-4,3,-2,-4,-5]"
12a_450,"[-1,2,-3,-4,-5,-1,2,4,-5,-3,4,-3,2,-3,-4]"
12a_451,"[-1,2,-3,4,-1,2,4,2,-3,2,-3,4]"
12a_452,"[1,-2,-3,4,1,-3,1,-2,3,-2,4,-2,-3,4]"
12a_453,"[-1,2,-3,4,-1,2,-3,-3,-3,4,4,4]"
12a_454,"[-1,2,-3,-4,5,-1,3,5,2,5,-4,5,-3]"
12a_455,"[-1,2,-3,-1,-3,4,-3,2,-3,2,4,-3]"
12a_456,"[-1,2,-3,4,-1,2,-3,4,4,-3,-3,4]"
12a_457,"[-1,2,-3,4,-1,-3,2,-3,4,-3,2,-3]"
12a_458,"[-1,2,-3,4,-1,2,-3,2,4,-3,2,-3]"
12a_459,"[-1,2,-3,-4,-1,2,3,-4,-3,-5,2,-3,4,-5,-4]"
12a_460,"[-1,-2,-3,4,-5,-3,-4,2,-1,2,3,-4,3,5,4,-3,4]"
12a_461,"[-1,2,2,-3,-4,2,2,3,1,-4,3,1,2,-3,2,3]"
12a_462,"[-1,2,-3,4,-1,2,2,2,-3,-3,-3,4]"
12a_463,"[1,-2,-3,4,-5,1,2,-3,4,-2,4,4,-5]"
12a_464,"[-1,2,-3,-4,-1,-2,3,3,-2,3,-4,3,-2,3]"
12a_465,"[-1,2,-3,4,-1,2,-3,-3,2,2,-3,4]"
12a_466,"[-1,2,-3,-4,-1,-2,-2,3,-4,-2,-2,3,-2,3]"
12a_467,"[-1,2,-3,-4,-1,-2,3,-2,3,-2,-4,3,-2,3]"
12a_468,"[1,2,-3,-3,2,-3,1,-3,1,-3,-4,-2,3,-4]"
12a_469,"[1,2,-3,-3,2,-3,4,-3,1,1,2,-3,-2,4]"
12a_470,"[1,-2,3,4,1,-2,4,-2,-2,-3,2,4,3,3]"
12a_471,"[-1,2,3,-4,-5,6,-1,3,-5,6,2,-4,5,-3]"
12a_472,"[-1,2,-3,-4,-1,-4,-3,2,-3,4,-5,-3,4,-5,-4]"
12a_473,"[-1,2,-3,-4,-1,-2,3,-2,3,-4,3,-2,3,3]"
12a_474,"[-1,2,-3,-4,-1,-2,-2,3,-4,-2,3,-2,3,3]"
12a_475,"[1,2,-3,2,2,-3,2,-3,-4,1,1,-2,3,-4]"
12a_476,"[-1,2,-3,-1,-3,4,-3,-3,2,-3,4,-3]"
12a_477,"[-1,2,-3,4,-5,6,-1,2,-3,4,-5,6]"
12a_478,"[-1,2,-3,-1,-3,4,-3,-3,4,2,-3,4]"
12a_479,"[-1,2,3,-1,3,-4,-2,3,-2,3,3,-2,-4,-3]"
12a_480,"[1,2,-3,2,-3,2,4,1,1,-2,-3,2,-3,4]"
12a_481,"[-1,2,-3,4,5,-1,2,-3,-3,-3,-4,5,4]"
12a_482,"[-1,2,-3,4,5,6,-1,2,-3,-5,6,-4,5,-4]"
12a_483,"[-1,2,-3,-4,-1,-2,3,-2,-4,3,-2,-4,3,3]"
12a_484,"[1,2,-3,2,-3,2,-4,3,1,-4,1,-2,-3,-3]"
12a_485,"[-1,2,-3,4,-1,-3,4,-3,2,-3,4,-3]"
12a_486,"[-1,2,-3,4,-1,-3,4,-3,4,2,-3,4]"
12a_487,"[-1,2,3,-1,3,-4,-2,-2,3,-2,3,-2,-4,-3]"
12a_488,"[-1,2,3,-1,3,-4,3,-2,3,3,3,-2,-4,-3]"
12a_489,"[1,-2,-3,4,-5,1,-2,3,4,-2,3,3,3,4,-5]"
12a_490,"[-1,2,2,3,-4,3,1,1,-2,3,2,4,2,4,2,3]"
12a_491,"[-1,2,-3,4,-1,-3,4,-2,-5,4,4,3,2,-4,-5]"
12a_492,"[-1,2,-3,-4,-5,2,3,-4,-1,-2,3,2,-4,5,-4,3,2]"
12a_493,"[-1,2,3,-1,3,-4,3,3,3,-2,3,-2,-4,-3]"
12a_494,"[1,-2,3,-4,-5,2,2,3,-4,-1,-2,3,-4,5,-4,3,-2]"
12a_495,"[-1,2,-3,2,2,1,1,1,2,2,-3,2,-3]"
12a_496,"[-1,2,-1,2,-3,2,2,3,-1,3,2,-1,2]"
12a_497,"[1,-2,3,-4,-2,3,-4,3,-2,1,1,-2]"
12a_498,"[-1,2,-1,2,-3,2,-3,4,4,-3,2,4]"
12a_499,"[-1,2,-3,4,4,-3,2,-3,4,-1,-1,2]"
12a_500,"[-1,2,-1,2,2,-3,4,-3,4,2,-3,2]"
12a_501,"[-1,2,-3,4,-1,-3,4,2,4,4,-3,2]"
12a_502,"[-1,2,2,3,3,2,2,2,2,2,-1,2,-3]"
12a_503,"[-1,2,-1,2,2,-3,2,-3,-4,-3,2,-3,2,4]"
12a_504,"[-1,2,2,3,1,1,2,3,-4,3,-2,-4,3,2,-3,2]"
12a_505,"[-1,2,-3,-1,2,-3,-4,-3,2,-4,3,-4,-3,2]"
12a_506,"[-1,2,-1,2,-3,2,-3,4,-3,4,-3,2]"
12a_507,"[-1,2,2,3,3,2,2,2,-1,2,2,2,-3]"
12a_508,"[-1,2,2,1,1,2,2,2,-3,-4,2,3,-4,3]"
12a_509,"[-1,-1,2,2,-3,-1,2,2,3,3,2,-1,2]"
12a_510,"[-1,2,2,1,1,2,-3,2,-3,-4,-4,-3,-3,4]"
12a_511,"[1,-2,1,-2,3,-2,-2,-3,-3,-2,-2,-2,1]"
12a_512,"[-1,2,-3,-1,-3,-3,4,4,-3,4,2,-3]"
12a_513,"[1,-2,-2,-1,-1,-2,3,-2,-3,4,-3,2,-4,3,-4,3]"
12a_514,"[1,-2,-2,-1,-1,-2,3,-2,-3,4,-3,4,4,-3]"
12a_515,"[1,-2,3,4,2,-3,4,-3,2,-3,1,-3,1,-2]"
12a_516,"[1,-2,3,4,-2,3,4,3,-2,3,1,-4,1,-2]"
12a_517,"[-1,2,-1,2,2,-3,4,2,4,-3,2,4]"
12a_518,"[-1,2,-3,4,5,-1,-3,-4,5,4,2,-3,2]"
12a_519,"[-1,2,2,2,2,3,3,2,2,2,-1,2,-3]"
12a_520,"[-1,2,3,-2,3,3,-4,3,-4,3,2,1,1,2]"
12a_521,"[1,-2,3,1,3,3,-4,3,-4,3,-2,3]"
12a_522,"[-1,2,2,1,1,2,-3,2,3,3,-4,3,-4,3]"
12a_523,"[-1,2,-1,-1,2,-3,2,2,3,-1,3,2,-1]"
12a_524,"[1,-2,3,-4,5,1,-3,-4,5,4,-3,4,-2,4,3]"
12a_525,"[-1,2,3,-4,-1,3,-4,-5,-4,3,-4,-2,5,3,-2]"
12a_526,"[-1,2,-1,-1,2,-3,2,2,3,3,2,-1,2]"
12a_527,"[-1,2,2,3,3,2,2,-1,2,-1,2,2,-3]"
12a_528,"[1,-2,3,-4,-2,-4,3,-2,-4,1,1,-2]"
12a_529,"[-1,2,-3,4,-1,-3,4,-5,-4,3,-4,2,5,-3,2]"
12a_530,"[-1,2,3,-4,5,-1,-4,5,3,4,2,-5,-3,2,-4]"
12a_531,"[-1,-1,-1,2,2,3,3,2,-1,2,2,2,-3]"
12a_532,"[-1,2,2,1,1,2,-3,-4,2,-4,-4,3,-4,3]"
12a_533,"[1,-2,1,-2,3,-2,-2,-2,-2,-3,-3,-2,1]"
12a_534,"[-1,2,-1,-2,3,-2,-3,-3,-3,4,4,-3,-2,4]"
12a_535,"[1,-2,3,-4,-2,-4,1,-4,1,3,-2,-4]"
12a_536,"[-1,2,-3,4,-1,2,4,4,4,-3,2,4]"
12a_537,"[-1,2,-3,4,5,-1,2,5,4,-3,2,4,-5]"
12a_538,"[-1,2,-1,2,3,3,2,2,2,2,2,2,-3]"
12a_539,"[-1,2,2,2,3,-4,-2,3,-4,3,2,1,1,2]"
12a_540,"[-1,2,3,-4,-2,3,-4,3,2,1,1,2,2,2]"
12a_541,"[-1,2,-3,4,-1,2,-3,2,4,2,4,4]"
12a_542,"[-1,2,-1,2,3,-2,3,4,-3,4,-5,4,-3,4,3,5,2]"
12a_543,"[-1,2,3,-4,5,-1,3,3,-4,5,4,2,-3,2,-4]"
12a_544,"[-1,2,-1,-1,-1,2,-3,2,2,3,3,2,-1]"
12a_545,"[-1,2,-1,-2,3,3,4,4,3,3,-4,-2,-2,3]"
12a_546,"[1,-2,3,4,-5,1,4,-5,-3,4,2,-3,2,4,-3]"
12a_547,"[-1,2,3,3,2,1,1,-2,3,-4,3,-4,2,2,2,-3]"
12a_548,"[-1,2,2,1,1,2,-3,-4,2,2,2,3,-4,-3]"
12a_549,"[-1,-2,3,4,4,5,5,4,-3,4,-2,-5,-1,2,3]"
12a_550,"[-1,2,3,-4,5,-1,-2,5,-4,3,-2,-4,5]"
12a_551,"[-1,2,3,-4,5,3,5,4,-5,4,3,2,-1,2,-3]"
12a_552,"[1,-2,-3,4,-5,1,2,4,-5,4,-3,2,4]"
12a_553,"[-1,2,2,-1,2,-3,2,2,-1,3,3,2,2]"
12a_554,"[1,1,-2,-1,3,-2,1,-4,3,3,-5,4,-3,-2,-5,-4,3]"
12a_555,"[-1,2,-3,4,-1,2,4,5,3,5,-4,3,-4,-4,-5]"
12a_556,"[-1,2,2,1,1,2,3,-2,3,4,-3,2,2,2,-3,-4]"
12a_557,"[1,1,1,2,-1,2,2,3,-2,-2,4,-3,2,-5,4,3,-5]"
12a_558,"[-1,2,-1,2,3,3,3,2,-1,2,2,2,-3]"
12a_559,"[1,-2,-3,4,1,2,-3,4,4,3,3,-2,-3,4,-3,2]"
12a_560,"[-1,2,-3,4,-5,-1,-3,4,-5,-4,3,4,2,-3,4]"
12a_561,"[1,-2,3,1,3,1,-2,3,-4,3,-2,3,3,4]"
12a_562,"[1,-2,-3,-4,5,1,2,-3,2,5,3,-4,5,-3,2]"
12a_563,"[-1,2,2,2,2,1,1,2,-3,2,-3,4,3,-2,3,-4]"
12a_564,"[1,-2,1,2,-3,2,3,-4,3,-4,5,4,-3,4,3,-5,2]"
12a_565,"[-1,2,-3,-1,-3,-3,-4,2,-4,-3,2,3,-4,-3]"
12a_566,"[-1,2,3,-4,-5,-1,-4,-5,3,-4,-2,5,3,-2,-4]"
12a_567,"[-1,2,-1,2,-1,3,-1,3,3,2,-1,2,-3]"
12a_568,"[-1,2,2,1,1,2,3,-2,3,3,3,4,-3,2,-3,-4]"
12a_569,"[-1,2,-3,-4,-1,-2,-4,-4,-4,3,-2,-4,3,3]"
12a_570,"[-1,2,-3,-4,-5,-1,2,4,-5,-3,-4,-3,2,-3,4]"
12a_571,"[1,1,1,2,-3,2,-3,-1,2,-3,2,2,-3]"
12a_572,"[-1,2,2,3,-1,3,-1,2,2,2,-1,2,-3]"
12a_573,"[-1,-1,-1,2,2,3,-1,3,-1,2,-1,2,-3]"
12a_574,"[1,2,2,2,2,2,2,3,1,3,-2,3,1]"
12a_575,"[1,-2,3,1,1,2,2,2,3,3,4,-3,4,3]"
12a_576,"[1,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2]"
12a_577,"[-1,-2,3,3,-2,-2,-2,3,-2,-2,-2,-1,2]"
12a_578,"[-1,-1,-1,-2,3,3,-2,-2,-2,3,-2,-1,2]"
12a_579,"[1,-2,3,-4,1,-4,1,-2,-4,3,-4,3]"
12a_580,"[-1,2,-1,-2,3,3,-2,-2,-2,-2,-2,-2,3]"
12a_581,"[1,-2,-2,-2,-3,4,4,-3,-2,3,4,-1,-1,-2]"
12a_582,"[1,-2,-3,4,4,-3,-2,3,4,-1,-1,-2,-2,-2]"
12a_583,"[-1,2,-3,4,-1,-3,4,4,4,-3,2,-3]"
12a_584,"[-1,2,-3,4,-1,4,4,4,-3,4,2,-3]"
12a_585,"[-1,2,-3,4,5,-1,5,4,-3,4,-5,2,-3]"
12a_586,"[-1,2,2,3,1,3,1,2,2,2,-3,4,2,-3,4,3]"
12a_587,"[-1,2,2,3,3,3,2,-1,2,2,2,-3,2]"
12a_588,"[-1,2,3,-1,3,-1,3,2,2,-1,2,-3,2]"
12a_589,"[-1,-2,3,3,-2,-2,1,-2,3,-2,-2,-2,-1]"
12a_590,"[-1,2,2,2,-1,2,3,3,3,3,2,2,-3]"
12a_591,"[1,-2,1,2,3,-4,3,3,3,-4,3,2,2,-3]"
12a_592,"[-1,2,2,3,3,2,2,-3,-4,1,1,-2,3,2,-4,2]"
12a_593,"[-1,2,2,-3,1,-3,1,2,-3,-4,2,3,-4,-3]"
12a_594,"[1,-2,-3,-4,2,3,-4,-3,-2,1,1,-2,-2,-2]"
12a_595,"[-1,2,3,-4,5,-1,3,5,-2,-4,5,3,-2]"
12a_596,"[-1,-2,-3,4,5,-3,5,-4,5,-4,-3,-2,-1,2,3]"
12a_597,"[-1,2,-3,4,5,-1,-3,-4,5,4,-3,2,-3]"
12a_598,"[1,1,1,2,-3,2,-1,2,2,-3,-3,-3,2]"
12a_599,"[-1,-1,-1,-2,3,3,-2,-2,1,-2,3,-2,-1]"
12a_600,"[-1,2,2,2,2,1,1,2,-3,-4,2,3,-4,3]"
12a_601,"[-1,-2,3,4,5,5,4,-5,4,3,-4,2,-1,2,3]"
12a_602,"[-1,2,-1,-1,-1,2,3,3,3,2,-1,2,-3]"
12a_603,"[-1,2,3,-4,-1,-2,3,-2,3,4,4,4,3,-2]"
12a_604,"[-1,2,3,-4,5,-1,-3,5,2,4,-3,2,4,5,-3]"
12a_605,"[-1,-1,2,-3,-1,2,2,3,-1,3,-1,2,-1]"
12a_606,"[-1,2,2,-3,1,-3,1,2,-3,-4,3,-4,2,-3]"
12a_607,"[1,-2,-3,-3,-2,-2,1,-2,-2,-2,3,-2,1]"
12a_608,"[1,-2,3,3,-2,-1,-1,-2,-2,3,-4,-2,-3,2,-3,4]"
12a_609,"[1,-2,-3,-3,4,-2,-1,-1,2,-3,-2,4,-2,4,-2,3]"
12a_610,"[1,1,1,2,-1,3,-2,1,3,2,2,4,-3,4,5,-4,5]"
12a_611,"[-1,-2,3,4,4,3,-2,3,-4,3,1,1,2,2,-3,2]"
12a_612,"[-1,2,3,-4,-1,3,-2,3,3,4,4,4,3,-2]"
12a_613,"[1,-2,-3,4,4,-3,2,-3,4,-3,-1,-3,-1,-2]"
12a_614,"[-1,2,-3,4,-1,2,4,5,3,5,3,-4,3,-4,-5]"
12a_615,"[-1,2,2,3,1,3,1,2,2,-3,4,2,4,3,3,-4]"
12a_616,"[1,1,1,2,2,-3,2,-1,2,-3,2,2,-3]"
12a_617,"[-1,2,2,3,-1,3,-1,2,2,-1,2,-3,-1]"
12a_618,"[1,1,1,2,-3,2,2,-3,-1,2,-3,2,2]"
12a_619,"[1,1,1,2,-1,2,-3,2,2,4,-3,-2,4,5,-4,-3,5]"
12a_620,"[-1,2,-1,2,3,3,3,2,-1,2,-3,2,2]"
12a_621,"[1,-2,3,-4,1,2,-3,-3,-3,2,2,-3,-3,-4]"
12a_622,"[1,2,-3,4,-5,-2,-2,-3,-4,1,-2,3,-4,5,4,4,-3]"
12a_623,"[-1,2,2,1,1,2,-3,2,-3,4,4,4,3,-2,3,-4]"
12a_624,"[1,-2,-3,-4,-2,3,-4,-3,-2,3,1,1,-2,-2,3,-2]"
12a_625,"[-1,2,-3,-4,5,-1,3,5,-2,-4,3,-2,-4,5,3]"
12a_626,"[1,1,1,2,-3,2,-1,2,-3,-3,2,-3,2]"
12a_627,"[-1,2,-3,4,-1,2,-3,2,4,2,-3,-3]"
12a_628,"[-1,2,2,1,1,2,3,-4,3,-2,3,-4,3,-4]"
12a_629,"[1,2,-3,4,-3,-2,-2,-3,4,1,1,-2,-3,4]"
12a_630,"[-1,2,-3,4,-1,-2,4,3,3,-2,3,-2,3,4]"
12a_631,"[-1,2,2,-3,4,-3,1,1,2,-3,2,-4,-4,-3]"
12a_632,"[-1,2,2,1,1,2,-3,4,3,-2,-3,2,-3,-3,4,-3]"
12a_633,"[-1,2,2,1,1,2,-3,4,-3,2,-3,-2,3,4,-3,4]"
12a_634,"[1,-2,-3,-4,2,-3,-4,-3,-2,3,1,4,1,-2,-2,-2]"
12a_635,"[1,-2,-3,-4,5,1,3,5,-2,-4,5,3,-2,-3,-3]"
12a_636,"[-1,-1,-2,1,-2,-2,-3,2,2,-4,3,-2,5,-4,-3,5,5]"
12a_637,"[1,-2,-3,4,1,4,-3,2,-3,4,-3,-2,-2,-3]"
12a_638,"[-1,2,2,-3,2,2,3,1,3,1,-2,3,4,-3,-2,4]"
12a_639,"[-1,2,3,-1,3,-1,-2,3,3,3,2,-1,2]"
12a_640,"[1,-2,1,2,3,-4,3,-4,3,-4,2,-4,2,-3]"
12a_641,"[1,-2,1,2,-3,-3,-3,-3,2,2,-3,-3,-3]"
12a_642,"[1,-2,1,2,-3,-4,3,-4,-3,2,2,-3,-3,-3]"
12a_643,"[1,-2,1,2,-3,-3,-3,-3,2,2,-3,-4,3,-4]"
12a_644,"[1,-2,1,2,-3,-4,-5,4,-5,-4,3,-4,2,2,-3]"
12a_645,"[-1,-1,2,3,-1,3,3,2,-1,2,-3,2,2]"
12a_646,"[-1,-1,-1,2,2,3,-1,3,2,-1,2,2,-3]"
12a_647,"[1,1,2,2,2,3,1,1,1,-2,1,3,3]"
12a_648,"[1,-2,3,1,3,3,4,2,4,2,2,-3,2,4]"
